match_id,team_A,team_B,score,cote,crowd,pts,bet,result
25,tchequie,afrique_du_sud,4-1,40.31,1,,,
25,tchequie,afrique_du_sud,4-2,78.76,1,,,
25,tchequie,afrique_du_sud,4-3,200.05,1,,,
25,tchequie,afrique_du_sud,5-0,101.17,0,,,
25,tchequie,afrique_du_sud,5-1,109.64,0,,,
25,tchequie,afrique_du_sud,5-2,,0,,,
25,tchequie,afrique_du_sud,6-0,,0,,,
26,suisse,bosnie,0-0,12.67,3,50,,
26,suisse,bosnie,0-1,15.98,1,,,
26,suisse,bosnie,0-2,34.67,3,,,
26,suisse,bosnie,0-3,100.42,1,,,
26,suisse,bosnie,1-0,7.36,7,,1,
26,suisse,bosnie,1-1,8.56,14,,,
26,suisse,bosnie,1-2,19.52,5,,,
26,suisse,bosnie,1-3,59.98,2,,,
26,suisse,bosnie,1-4,,0,,,
26,suisse,bosnie,2-0,7.65,9,,,
26,suisse,bosnie,2-1,9.12,19,,,
26,suisse,bosnie,2-2,19.22,6,,,
26,suisse,bosnie,2-3,62.55,2,,,
26,suisse,bosnie,2-4,,0,,,
26,suisse,bosnie,3-0,11.78,4,,,
26,suisse,bosnie,3-1,13.89,8,,,
26,suisse,bosnie,3-2,30.95,2,,,
26,suisse,bosnie,3-3,84.79,1,,,
26,suisse,bosnie,4-0,23.44,2,,,
26,suisse,bosnie,4-1,27.69,2,70,,1
26,suisse,bosnie,4-2,58.5,2,,,
26,suisse,bosnie,4-3,161.48,0,,,
26,suisse,bosnie,5-0,54.67,1,,,
26,suisse,bosnie,5-1,63.78,2,,,
26,suisse,bosnie,5-2,128.16,1,,,
26,suisse,bosnie,6-0,140.54,0,,,
26,suisse,bosnie,6-1,161.28,0,,,
27,canada,qatar,0-0,15.32,3,,,
27,canada,qatar,0-1,23.06,1,,,
27,canada,qatar,0-2,61.31,0,,,
27,canada,qatar,0-3,,0,,,
27,canada,qatar,1-0,7.08,10,,,
27,canada,qatar,1-1,12.08,5,,,
27,canada,qatar,1-2,31.05,2,,,
27,canada,qatar,1-3,110.81,0,,,
27,canada,qatar,1-4,,1,,,
27,canada,qatar,2-0,6.25,18,,,
27,canada,qatar,2-1,9.79,14,,,
27,canada,qatar,2-2,24.19,2,,,
27,canada,qatar,2-3,100.59,0,,,
27,canada,qatar,2-4,,2,,,
27,canada,qatar,3-0,8.24,7,,1,
27,canada,qatar,3-1,12.66,9,,,
27,canada,qatar,3-2,33.95,3,,,
27,canada,qatar,3-3,110.12,1,,,
27,canada,qatar,4-0,14.05,3,,,
27,canada,qatar,4-1,21.3,2,,,
27,canada,qatar,4-2,53.24,2,,,
27,canada,qatar,4-3,170.04,4,,,
27,canada,qatar,5-0,28.72,1,,,
27,canada,qatar,5-1,39.07,2,,,
27,canada,qatar,5-2,96.82,2,,,
27,canada,qatar,6-0,57.71,1,,,1
27,canada,qatar,6-1,83.58,1,,,
27,canada,qatar,6-2,192.14,0,,,
28,mexique,coree_du_sud,0-0,8.79,1,,1,
28,mexique,coree_du_sud,0-1,10.35,1,,,
28,mexique,coree_du_sud,0-2,21.1,1,,,
28,mexique,coree_du_sud,0-3,58.81,0,,,
28,mexique,coree_du_sud,0-4,190.41,0,,,
28,mexique,coree_du_sud,1-0,7.25,8,50,,1
28,mexique,coree_du_sud,1-1,6.3,15,,,
28,mexique,coree_du_sud,1-2,14.76,9,,,
28,mexique,coree_du_sud,1-3,41.84,1,,,
28,mexique,coree_du_sud,1-4,139.93,0,,,
28,mexique,coree_du_sud,2-0,10.09,3,,,
28,mexique,coree_du_sud,2-1,9.8,23,,,
28,mexique,coree_du_sud,2-2,18.25,15,,,
28,mexique,coree_du_sud,2-3,54.03,1,,,
28,mexique,coree_du_sud,2-4,176.69,0,,,
28,mexique,coree_du_sud,3-0,20.02,1,,,
28,mexique,coree_du_sud,3-1,19.51,8,,,
28,mexique,coree_du_sud,3-2,37.53,8,,,
28,mexique,coree_du_sud,3-3,92.12,1,,,
28,mexique,coree_du_sud,4-0,49.3,1,,,
28,mexique,coree_du_sud,4-1,48.7,1,,,
28,mexique,coree_du_sud,4-2,89.74,1,,,
28,mexique,coree_du_sud,4-3,,0,,,
28,mexique,coree_du_sud,5-0,138.53,0,,,
28,mexique,coree_du_sud,5-1,137.48,0,,,
28,mexique,coree_du_sud,5-2,,0,,,
28,mexique,coree_du_sud,6-0,,0,,,
28,mexique,coree_du_sud,6-1,,0,,,
29,etats_unis,australie,0-0,10.5,3,50,,
29,etats_unis,australie,0-1,13.45,1,,,
29,etats_unis,australie,0-2,29.84,0,,,
29,etats_unis,australie,0-3,90.53,0,,,
29,etats_unis,australie,0-4,,0,,,
29,etats_unis,australie,1-0,6.46,5,50,1,
29,etats_unis,australie,1-1,8.28,5,,,
29,etats_unis,australie,1-2,19.21,2,,,
29,etats_unis,australie,1-3,58.67,0,,,
29,etats_unis,australie,1-4,,0,,,
29,etats_unis,australie,2-0,7.27,8,30,,1
29,etats_unis,australie,2-1,9.33,23,,,
29,etats_unis,australie,2-2,22.06,5,,,
29,etats_unis,australie,2-3,66.78,1,,,
29,etats_unis,australie,2-4,,0,,,
29,etats_unis,australie,3-0,12.48,5,,,
29,etats_unis,australie,3-1,15.32,13,,,
29,etats_unis,australie,3-2,34.79,4,,,
29,etats_unis,australie,3-3,106.6,2,,,
29,etats_unis,australie,4-0,26.13,3,,,
29,etats_unis,australie,4-1,32.08,4,,,
29,etats_unis,australie,4-2,70.06,3,,,
29,etats_unis,australie,4-3,,1,,,
29,etats_unis,australie,5-0,64.09,1,,,
29,etats_unis,australie,5-1,78.73,2,,,
29,etats_unis,australie,5-2,165.26,2,,,
29,etats_unis,australie,6-0,172.54,3,,,
29,etats_unis,australie,6-1,,0,,,
29,etats_unis,australie,6-1,,0,,,
30,ecosse,maroc,0-0,9.03,2,,,
30,ecosse,maroc,0-1,6.09,7,50,1,1
30,ecosse,maroc,0-2,7.37,15,,,
30,ecosse,maroc,0-3,13.01,8,,,
30,ecosse,maroc,0-4,29.02,2,,,
30,ecosse,maroc,0-5,74.89,2,,,
30,ecosse,maroc,0-6,,1,,,
30,ecosse,maroc,1-0,13.39,2,,,
30,ecosse,maroc,1-1,7.61,6,,,
30,ecosse,maroc,1-2,9.67,14,,,
30,ecosse,maroc,1-3,16.83,11,,,
30,ecosse,maroc,1-4,37.55,4,,,
30,ecosse,maroc,1-5,95.77,2,,,
30,ecosse,maroc,1-6,,0,,,
30,ecosse,maroc,2-0,32.94,2,,,
30,ecosse,maroc,2-1,20.86,2,,,
30,ecosse,maroc,2-2,22.4,3,,,
30,ecosse,maroc,2-3,40.13,3,,,
30,ecosse,maroc,2-4,85.17,3,,,
30,ecosse,maroc,2-5,,2,,,
30,ecosse,maroc,3-0,107.72,0,,,
30,ecosse,maroc,3-1,70.25,1,,,
30,ecosse,maroc,3-2,80.72,0,,,
30,ecosse,maroc,3-3,119.9,1,,,
30,ecosse,maroc,3-4,,1,,,
30,ecosse,maroc,4-1,,0,,,
30,ecosse,maroc,4-2,,0,,,
31,bresil,haiti,0-0,33.1,1,,,
31,bresil,haiti,0-1,39.65,1,,,
31,bresil,haiti,0-2,84.42,1,,,
31,bresil,haiti,0-3,181.38,0,,,
31,bresil,haiti,1-0,10.8,3,,,
31,bresil,haiti,1-1,26.25,1,,,
31,bresil,haiti,1-2,41.5,2,,,
31,bresil,haiti,1-3,107.62,0,,,
31,bresil,haiti,2-0,7.12,6,,,
31,bresil,haiti,2-1,11.42,4,,,
31,bresil,haiti,2-2,21.66,1,,,
31,bresil,haiti,2-3,82.87,0,,,
31,bresil,haiti,2-4,195.91,0,,,
31,bresil,haiti,3-0,6.52,12,20,1,1
31,bresil,haiti,3-1,10.61,4,,,
31,bresil,haiti,3-2,27.69,2,,,
31,bresil,haiti,3-3,61.43,0,,,
31,bresil,haiti,3-4,189.77,0,,,
31,bresil,haiti,4-0,7.79,15,,,
31,bresil,haiti,4-1,12.52,6,,,
31,bresil,haiti,4-2,31.98,1,,,
31,bresil,haiti,4-3,87.56,0,,,
31,bresil,haiti,4-4,175.12,0,,,
31,bresil,haiti,5-0,11.36,11,,,
31,bresil,haiti,5-1,17.67,5,,,
31,bresil,haiti,5-2,42.79,1,,,
31,bresil,haiti,5-3,109.36,1,,,
31,bresil,haiti,6-0,18.74,6,,,
31,bresil,haiti,6-1,28.27,1,,,
31,bresil,haiti,6-2,63.04,0,,,
31,bresil,haiti,6-3,145.54,0,,,
32,turquie,paraguay,0-0,10.53,3,,,
32,turquie,paraguay,0-1,11.71,1,20,,1
32,turquie,paraguay,0-2,20.56,1,,,
32,turquie,paraguay,0-3,50.52,0,,,
32,turquie,paraguay,0-4,148.58,0,,,
32,turquie,paraguay,1-0,8.17,9,,,
32,turquie,paraguay,1-1,6.7,10,,,
32,turquie,paraguay,1-2,13.73,2,,,
32,turquie,paraguay,1-3,34.68,1,,,
32,turquie,paraguay,1-4,104.94,0,,,
32,turquie,paraguay,2-0,10.37,9,,1,
32,turquie,paraguay,2-1,9.69,25,,,
32,turquie,paraguay,2-2,16.7,4,,,
32,turquie,paraguay,2-3,42.89,0,,,
32,turquie,paraguay,2-4,127.42,0,,,
32,turquie,paraguay,3-0,19.08,3,,,
32,turquie,paraguay,3-1,17.86,11,,,
32,turquie,paraguay,3-2,30.99,5,,,
32,turquie,paraguay,3-3,71.95,1,,,
32,turquie,paraguay,4-0,44.42,0,,,
32,turquie,paraguay,4-1,41.71,2,,,
32,turquie,paraguay,4-2,69.59,1,,,
32,turquie,paraguay,4-3,158.46,3,,,
32,turquie,paraguay,5-0,118.84,0,,,
32,turquie,paraguay,5-1,111.8,1,,,
32,turquie,paraguay,5-2,180.05,0,,,
33,pays_bas,suede,0-0,16.83,2,70,,
33,pays_bas,suede,0-1,18.33,3,,,
33,pays_bas,suede,0-2,31.59,2,,,
33,pays_bas,suede,0-3,75.54,0,,,
33,pays_bas,suede,0-4,220,0,,,
33,pays_bas,suede,1-0,10.06,5,50,,
33,pays_bas,suede,1-1,8.44,7,,,
33,pays_bas,suede,1-2,15.58,6,,,
33,pays_bas,suede,1-3,40.95,2,,,
33,pays_bas,suede,1-4,121.9,1,,,
33,pays_bas,suede,2-0,10.02,6,50,1,
33,pays_bas,suede,2-1,8.59,19,,,
33,pays_bas,suede,2-2,14.71,12,,,
33,pays_bas,suede,2-3,39.54,1,,,
33,pays_bas,suede,2-4,116.75,1,,,
33,pays_bas,suede,3-0,14.46,3,70,,
33,pays_bas,suede,3-1,12.89,7,,,
33,pays_bas,suede,3-2,22.47,5,,,
33,pays_bas,suede,3-3,45.45,3,,,
33,pays_bas,suede,3-4,158.19,0,,,
33,pays_bas,suede,4-0,26.97,1,,,
33,pays_bas,suede,4-1,24.91,3,100,,
33,pays_bas,suede,4-2,40.66,3,,,
33,pays_bas,suede,4-3,95.21,1,,,
33,pays_bas,suede,4-4,250,1,,,
33,pays_bas,suede,5-0,59.26,0,,,
33,pays_bas,suede,5-1,54.91,0,100,,1
33,pays_bas,suede,5-2,89.41,0,,,
33,pays_bas,suede,5-3,195.08,0,,,
33,pays_bas,suede,6-0,144.52,0,,,
33,pays_bas,suede,6-1,134.64,0,,,
34,allemagne,cote_d_ivoire,0-0,17.42,2,70,,
34,allemagne,cote_d_ivoire,0-1,20.56,1,50,,
34,allemagne,cote_d_ivoire,0-2,39.94,1,,,
34,allemagne,cote_d_ivoire,0-3,107.67,1,,,
34,allemagne,cote_d_ivoire,0-4,215,0,,,
34,allemagne,cote_d_ivoire,1-0,9.15,4,,1,
34,allemagne,cote_d_ivoire,1-1,9.8,4,20,,
34,allemagne,cote_d_ivoire,1-2,20.16,3,,,
34,allemagne,cote_d_ivoire,1-3,55.39,1,,,
34,allemagne,cote_d_ivoire,1-4,181.4,0,,,
34,allemagne,cote_d_ivoire,2-0,8.48,8,,,
34,allemagne,cote_d_ivoire,2-1,8.8,15,30,,1
34,allemagne,cote_d_ivoire,2-2,17.35,5,,,
34,allemagne,cote_d_ivoire,2-3,50.92,1,,,
34,allemagne,cote_d_ivoire,2-4,167.13,0,,,
34,allemagne,cote_d_ivoire,3-0,11.35,6,,,
34,allemagne,cote_d_ivoire,3-1,11.75,20,,,
34,allemagne,cote_d_ivoire,3-2,23.9,3,,,
34,allemagne,cote_d_ivoire,3-3,62.98,1,,,
34,allemagne,cote_d_ivoire,3-4,205,0,,,
34,allemagne,cote_d_ivoire,4-0,20.23,4,,,
34,allemagne,cote_d_ivoire,4-1,21.25,6,,,
34,allemagne,cote_d_ivoire,4-2,41.4,3,,,
34,allemagne,cote_d_ivoire,4-3,108.4,0,,,
34,allemagne,cote_d_ivoire,4-4,210,1,,,
34,allemagne,cote_d_ivoire,5-0,40.47,2,,,
34,allemagne,cote_d_ivoire,5-1,45.14,3,,,
34,allemagne,cote_d_ivoire,5-2,85.2,1,,,
34,allemagne,cote_d_ivoire,5-3,230,0,,,
34,allemagne,cote_d_ivoire,6-0,100.74,1,,,
34,allemagne,cote_d_ivoire,6-1,107.33,0,,,
34,allemagne,cote_d_ivoire,6-2,196.09,0,,,
35,equateur,curacao,0-0,18.1,3,30,,1
35,equateur,curacao,0-1,32.7,1,,,
35,equateur,curacao,0-2,96.48,1,,,
35,equateur,curacao,1-0,6.84,13,,1,
35,equateur,curacao,1-1,22.04,3,,,
35,equateur,curacao,1-2,51.31,2,,,
35,equateur,curacao,1-3,170.21,0,,,
35,equateur,curacao,2-0,5.23,22,,,
35,equateur,curacao,2-1,11.88,5,,,
35,equateur,curacao,2-2,30.56,1,,,
35,equateur,curacao,2-3,145.55,0,,,
35,equateur,curacao,3-0,5.75,19,,,
35,equateur,curacao,3-1,12.99,7,,,
35,equateur,curacao,3-2,44.75,1,,,
35,equateur,curacao,3-3,122.76,0,,,
35,equateur,curacao,4-0,8.22,8,,,
35,equateur,curacao,4-1,17.97,3,,,
35,equateur,curacao,4-2,58.76,0,,,
35,equateur,curacao,4-3,188.26,0,,,
35,equateur,curacao,5-0,14.09,2,,,
35,equateur,curacao,5-1,29.21,1,,,
35,equateur,curacao,5-2,87.58,1,,,
35,equateur,curacao,6-0,27.02,1,,,
35,equateur,curacao,6-1,52.6,0,,,
35,equateur,curacao,6-2,140.55,0,,,
36,tunisie,japon,0-0,10.94,1,,,
36,tunisie,japon,0-1,6.29,8,,1,
36,tunisie,japon,0-2,6.63,19,30,,
36,tunisie,japon,0-3,10.43,8,50,,
36,tunisie,japon,0-4,20.97,2,70,,1
36,tunisie,japon,0-5,49.44,1,,,
36,tunisie,japon,0-6,127.85,1,,,
36,tunisie,japon,1-0,16.63,1,,,
36,tunisie,japon,1-1,8.98,3,,,
36,tunisie,japon,1-2,9.54,14,,,
36,tunisie,japon,1-3,14.71,12,,,
36,tunisie,japon,1-4,29.45,4,,,
36,tunisie,japon,1-5,68.44,1,,,
36,tunisie,japon,1-6,174.36,0,,,
36,tunisie,japon,2-0,42.87,1,,,
36,tunisie,japon,2-1,24.67,1,,,
36,tunisie,japon,2-2,24.35,2,,,
36,tunisie,japon,2-3,38.24,3,,,
36,tunisie,japon,2-4,72.16,1,,,
36,tunisie,japon,2-5,160.85,0,,,
36,tunisie,japon,3-0,145.51,1,,,
36,tunisie,japon,3-1,87.19,1,,,
36,tunisie,japon,3-2,90.29,1,,,
36,tunisie,japon,3-3,105.85,0,,,
37,espagne,arabie_saoudite,0-0,29.18,4,50,,
37,espagne,arabie_saoudite,0-1,47.85,1,,,
37,espagne,arabie_saoudite,0-2,130.2,1,,,
37,espagne,arabie_saoudite,1-0,9.95,5,70,,
37,espagne,arabie_saoudite,1-1,29.21,2,,,
37,espagne,arabie_saoudite,1-2,61.59,1,,,
37,espagne,arabie_saoudite,1-3,197.68,0,,,
37,espagne,arabie_saoudite,2-0,6.4,12,30,,
37,espagne,arabie_saoudite,2-1,13.13,7,,,
37,espagne,arabie_saoudite,2-2,28.81,2,,,
37,espagne,arabie_saoudite,2-3,150.25,0,,,
37,espagne,arabie_saoudite,3-0,5.87,16,20,,
37,espagne,arabie_saoudite,3-1,11.91,9,,,
37,espagne,arabie_saoudite,3-2,40.97,2,,,
37,espagne,arabie_saoudite,3-3,102,0,,,
37,espagne,arabie_saoudite,4-0,7.09,10,50,1,1
37,espagne,arabie_saoudite,4-1,14.09,6,,,
37,espagne,arabie_saoudite,4-2,47.97,2,,,
37,espagne,arabie_saoudite,4-3,158.08,0,,,
37,espagne,arabie_saoudite,5-0,10.75,6,70,,
37,espagne,arabie_saoudite,5-1,20.84,3,,,
37,espagne,arabie_saoudite,5-2,59.1,2,,,
37,espagne,arabie_saoudite,5-3,215,1,,,
37,espagne,arabie_saoudite,6-0,18.87,2,,,
37,espagne,arabie_saoudite,6-1,34.99,1,,,
37,espagne,arabie_saoudite,6-2,97.64,0,,,
38,belgique,iran,0-0,13.75,3,50,,1
38,belgique,iran,0-1,18.44,1,20,,
38,belgique,iran,0-2,43.47,0,,,
38,belgique,iran,0-3,133.16,0,,,
38,belgique,iran,1-0,7.45,5,,1,
38,belgique,iran,1-1,9.51,4,,,
38,belgique,iran,1-2,23.17,1,,,
38,belgique,iran,1-3,75.28,1,,,
38,belgique,iran,2-0,6.78,12,,,
38,belgique,iran,2-1,9.06,16,,,
38,belgique,iran,2-2,20.54,2,,,
38,belgique,iran,2-3,72.36,0,,,
38,belgique,iran,3-0,10.14,9,,,
38,belgique,iran,3-1,12.74,14,,,
38,belgique,iran,3-2,31,2,,,
38,belgique,iran,3-3,90.1,1,,,
38,belgique,iran,4-0,19,6,,,
38,belgique,iran,4-1,23.78,5,,,
38,belgique,iran,4-2,55.03,1,,,
38,belgique,iran,4-3,164.07,1,,,
38,belgique,iran,5-0,41.46,3,,,
38,belgique,iran,5-1,51.53,3,,,
38,belgique,iran,5-2,113.56,2,,,
38,belgique,iran,6-0,101.2,1,,,
38,belgique,iran,6-1,124.31,0,,,
39,uruguay,cap_vert,0-0,9.33,9,,,
39,uruguay,cap_vert,0-1,16.27,3,,,
39,uruguay,cap_vert,0-2,48.54,1,,,
39,uruguay,cap_vert,0-3,181.62,0,,,
39,uruguay,cap_vert,1-0,4.97,14,,1,
39,uruguay,cap_vert,1-1,9.68,6,,,
39,uruguay,cap_vert,1-2,29.77,3,,,
39,uruguay,cap_vert,1-3,116.61,1,,,
39,uruguay,cap_vert,2-0,5.67,24,,,
39,uruguay,cap_vert,2-1,10.53,15,,,
39,uruguay,cap_vert,2-2,29.72,1,50,,1
39,uruguay,cap_vert,2-3,127,2,,,
39,uruguay,cap_vert,3-0,10.24,8,,,
39,uruguay,cap_vert,3-1,17.07,4,,,
39,uruguay,cap_vert,3-2,50.45,1,,,
39,uruguay,cap_vert,3-3,173.34,0,,,
39,uruguay,cap_vert,4-0,21.42,2,,,
39,uruguay,cap_vert,4-1,34.96,1,,,
39,uruguay,cap_vert,4-2,97.8,0,,,
39,uruguay,cap_vert,5-0,52.48,1,,,
39,uruguay,cap_vert,5-1,82.21,1,,,
39,uruguay,cap_vert,6-0,140.5,0,,,
40,nouvelle_zelande,egypte,0-0,10.79,6,,,
40,nouvelle_zelande,egypte,0-1,6.61,12,,1,
40,nouvelle_zelande,egypte,0-2,7.31,17,,,
40,nouvelle_zelande,egypte,0-3,11.87,5,,,
40,nouvelle_zelande,egypte,0-4,24.47,1,,,
40,nouvelle_zelande,egypte,0-5,58.74,0,,,
40,nouvelle_zelande,egypte,0-6,153.33,0,,,
40,nouvelle_zelande,egypte,1-0,14.53,2,,,
40,nouvelle_zelande,egypte,1-1,8.21,10,,,
40,nouvelle_zelande,egypte,1-2,9.31,20,,,
40,nouvelle_zelande,egypte,1-3,14.86,7,50,,1
40,nouvelle_zelande,egypte,1-4,30.52,1,,,
40,nouvelle_zelande,egypte,1-5,72.3,0,,,
40,nouvelle_zelande,egypte,1-6,185.58,0,,,
40,nouvelle_zelande,egypte,2-0,33.2,1,,,
40,nouvelle_zelande,egypte,2-1,20.04,3,,,
40,nouvelle_zelande,egypte,2-2,20.8,7,,,
40,nouvelle_zelande,egypte,2-3,34.32,1,,,
40,nouvelle_zelande,egypte,2-4,66.84,2,,,
40,nouvelle_zelande,egypte,2-5,150.02,0,,,
40,nouvelle_zelande,egypte,3-0,99.85,1,,,
40,nouvelle_zelande,egypte,3-1,62.96,0,,,
40,nouvelle_zelande,egypte,3-2,68.66,0,,,
40,nouvelle_zelande,egypte,3-3,97.9,0,,,
40,nouvelle_zelande,egypte,3-4,189.12,0,,,
41,argentine,autriche,0-0,12.11,1,50,,
41,argentine,autriche,0-1,17.8,2,,,
41,argentine,autriche,0-2,43.39,1,,,
41,argentine,autriche,0-3,140.4,0,,,
41,argentine,autriche,1-0,6.81,5,70,1,
41,argentine,autriche,1-1,8.97,4,,,
41,argentine,autriche,1-2,23.74,1,,,
41,argentine,autriche,1-3,80.59,1,,,
41,argentine,autriche,2-0,6.99,11,30,,1
41,argentine,autriche,2-1,9.03,14,,,
41,argentine,autriche,2-2,21.41,4,,,
41,argentine,autriche,2-3,81.44,1,,,
41,argentine,autriche,2-4,,1,,,
41,argentine,autriche,3-0,10.54,8,,,
41,argentine,autriche,3-1,13.54,15,,,
41,argentine,autriche,3-2,33.84,5,,,
41,argentine,autriche,3-3,95.69,1,,,
41,argentine,autriche,4-0,20.77,3,,,
41,argentine,autriche,4-1,27.14,6,,,
41,argentine,autriche,4-2,64.13,3,,,
41,argentine,autriche,4-3,196.39,1,,,
41,argentine,autriche,5-0,48.53,2,,,
41,argentine,autriche,5-1,62.74,2,,,
41,argentine,autriche,5-2,140.69,1,,,
41,argentine,autriche,6-0,125.13,0,,,
41,argentine,autriche,6-1,159.39,0,,,
42,france,irak,0-0,38.47,1,,,
42,france,irak,0-1,51.27,0,,,
42,france,irak,1-0,10.68,2,,,
42,france,irak,1-1,31,1,,,
42,france,irak,1-2,63.34,0,,,
42,france,irak,2-0,6.61,7,,1,
42,france,irak,2-1,13.52,4,,,
42,france,irak,2-2,31.04,0,,,
42,france,irak,3-0,5.84,17,20,,1
42,france,irak,3-1,12.11,8,,,
42,france,irak,3-2,40.14,1,,,
42,france,irak,3-3,,0,,,
42,france,irak,4-0,6.9,19,,,
42,france,irak,4-1,14.22,9,,,
42,france,irak,4-2,44.57,1,,,
42,france,irak,5-0,10.16,12,,,
42,france,irak,5-1,20.35,6,,,
42,france,irak,5-2,61.21,1,,,
42,france,irak,6-0,17.3,5,,,
42,france,irak,6-1,32.57,1,,,
42,france,irak,6-2,90.88,0,,,
42,france,irak,7-0,28,2,,,
42,france,irak,8-0,45,0,,,
43,norvege,senegal,0-0,11.25,1,,,
43,norvege,senegal,0-1,11.41,4,,,
43,norvege,senegal,0-2,17.75,3,,1,
43,norvege,senegal,0-3,39.02,1,,,
43,norvege,senegal,0-4,103.42,0,,,
43,norvege,senegal,1-0,9.39,5,,,
43,norvege,senegal,1-1,6.71,9,,,
43,norvege,senegal,1-2,12.13,7,,,
43,norvege,senegal,1-3,27.1,3,,,
43,norvege,senegal,1-4,74.36,1,,,
43,norvege,senegal,2-0,12.3,4,,,
43,norvege,senegal,2-1,10.14,13,,,
43,norvege,senegal,2-2,15.32,12,,,
43,norvege,senegal,2-3,34.22,3,,,
43,norvege,senegal,2-4,92.38,1,,,
43,norvege,senegal,3-0,22.98,1,,,
43,norvege,senegal,3-1,18.79,8,,,
43,norvege,senegal,3-2,28.69,6,50,,1
43,norvege,senegal,3-3,60.17,2,,,
43,norvege,senegal,3-4,163.66,0,,,
43,norvege,senegal,4-0,53.4,0,,,
43,norvege,senegal,4-1,44.91,4,,,
43,norvege,senegal,4-2,66.41,2,,,
43,norvege,senegal,4-3,139.75,0,,,
43,norvege,senegal,5-0,142.69,0,,,
43,norvege,senegal,5-1,121.65,3,,,
43,norvege,senegal,5-2,179.32,1,,,
44,jordanie,algerie,0-0,12.26,4,,,
44,jordanie,algerie,0-1,6.97,10,,1,
44,jordanie,algerie,0-2,7.31,13,,,
44,jordanie,algerie,0-3,11.19,6,,,
44,jordanie,algerie,0-4,21.91,1,,,
44,jordanie,algerie,0-5,50.55,0,,,
44,jordanie,algerie,0-6,129.08,0,,,
44,jordanie,algerie,1-0,16.07,1,20,,
44,jordanie,algerie,1-1,8.89,4,,,
44,jordanie,algerie,1-2,9.3,12,30,,1
44,jordanie,algerie,1-3,14.08,7,,,
44,jordanie,algerie,1-4,27.4,4,,,
44,jordanie,algerie,1-5,62.76,1,,,
44,jordanie,algerie,1-6,158.49,0,,,
44,jordanie,algerie,2-0,36.58,1,,,
44,jordanie,algerie,2-1,21.04,1,,,
44,jordanie,algerie,2-2,21.09,1,,,
44,jordanie,algerie,2-3,32.67,6,,,
44,jordanie,algerie,2-4,61.15,3,,,
44,jordanie,algerie,2-5,133.46,1,,,
44,jordanie,algerie,3-0,110.48,1,,,
44,jordanie,algerie,3-1,66.12,0,,,
44,jordanie,algerie,3-2,69.08,0,,,
44,jordanie,algerie,3-3,96.34,0,,,
44,jordanie,algerie,3-4,179.2,1,,,
45,portugal,ouzbekistan,0-0,23.55,1,,,
45,portugal,ouzbekistan,0-1,40.31,1,,,
45,portugal,ouzbekistan,0-2,115.2,1,,,
45,portugal,ouzbekistan,1-0,9.07,2,,,
45,portugal,ouzbekistan,1-1,20.52,2,,,
45,portugal,ouzbekistan,1-2,51.24,0,,,
45,portugal,ouzbekistan,1-3,181.06,1,,,
45,portugal,ouzbekistan,2-0,6.27,16,,1,
45,portugal,ouzbekistan,2-1,11.85,8,,,
45,portugal,ouzbekistan,2-2,27.34,2,,,
45,portugal,ouzbekistan,2-3,141.83,0,,,
45,portugal,ouzbekistan,3-0,6.25,22,20,,
45,portugal,ouzbekistan,3-1,11.59,9,,,
45,portugal,ouzbekistan,3-2,38.61,2,,,
45,portugal,ouzbekistan,3-3,108.12,0,,,
45,portugal,ouzbekistan,4-0,8.49,9,50,,
45,portugal,ouzbekistan,4-1,15.79,4,,,
45,portugal,ouzbekistan,4-2,49.72,1,,,
45,portugal,ouzbekistan,4-3,174.69,1,,,
45,portugal,ouzbekistan,5-0,14.2,5,70,,1
45,portugal,ouzbekistan,5-1,25.63,2,,,
45,portugal,ouzbekistan,5-2,74.63,2,,,
45,portugal,ouzbekistan,6-0,27.13,2,,,
45,portugal,ouzbekistan,6-1,46.82,0,,,
45,portugal,ouzbekistan,6-2,127.18,0,,,
45,portugal,ouzbekistan,7-0,52,0,,,
46,angleterre,ghana,0-0,18.74,1,50,,1
46,angleterre,ghana,0-1,30.62,1,,,
46,angleterre,ghana,0-2,79.37,1,,,
46,angleterre,ghana,1-0,7.88,2,,1,
46,angleterre,ghana,1-1,15.26,2,,,
46,angleterre,ghana,1-2,38.45,0,,,
46,angleterre,ghana,1-3,126.89,0,,,
46,angleterre,ghana,2-0,6.08,12,,,
46,angleterre,ghana,2-1,10.52,15,,,
46,angleterre,ghana,2-2,23.26,1,,,
46,angleterre,ghana,2-3,105.61,1,,,
46,angleterre,ghana,3-0,6.75,12,,,
46,angleterre,ghana,3-1,11.46,17,,,
46,angleterre,ghana,3-2,33.86,3,,,
46,angleterre,ghana,3-3,88.34,1,,,
46,angleterre,ghana,4-0,9.69,6,,,
46,angleterre,ghana,4-1,16.5,7,,,
46,angleterre,ghana,4-2,45.51,2,,,
46,angleterre,ghana,4-3,145.06,1,,,
46,angleterre,ghana,5-0,16.95,3,,,
46,angleterre,ghana,5-1,27.93,2,,,
46,angleterre,ghana,5-2,72.76,2,,,
46,angleterre,ghana,6-0,33.5,1,,,
46,angleterre,ghana,6-1,52.68,0,,,
46,angleterre,ghana,6-2,126.19,0,,,
46,angleterre,ghana,7-0,100,0,,,
47,panama,croatie,0-0,15.33,2,,,
47,panama,croatie,0-1,8.34,5,50,1,1
47,panama,croatie,0-2,7.7,27,,,
